chr10	100509102	100509102	chr10	100516095	100516095	0.0003757985719654
chr10	100509102	100509102	chr10	100526398	100526398	0.0069304717192041
chr10	100516960	100516960	chr10	100519331	100519331	0.0002235636038452
chr10	100516960	100516960	chr10	100519781	100519781	0.0005636978579481
chr10	100516960	100516960	chr10	100523976	100523976	0.0005509641873278
chr10	100516960	100516960	chr10	100526398	100526398	0.0099616085798631
chr10	100516960	100516960	chr10	100526974	100526974	0.0009980913950184
chr10	100516997	100516997	chr10	100526398	100526398	0.0002235636038452
chr10	100523917	100523917	chr10	100526398	100526398	0.0009267627592932
chr10	100523920	100523920	chr10	100526398	100526398	0.0047750229568411
chr10	100523929	100523929	chr10	100526195	100526195	0.0099727843645897
chr10	100523929	100523929	chr10	100526478	100526478	0.001564945226917
chr10	100523929	100523929	chr10	100526974	100526974	0.0063376410409309
chr10	100524134	100524134	chr10	100526398	100526398	0.0035770176615247
