chr10	100502484	100502484	chr10	100526398	100526398	5.913660555884093e-05
chr10	100509102	100509102	chr10	100516095	100516095	0.0002533731583261
chr10	100509102	100509102	chr10	100519781	100519781	6.480881399870383e-05
chr10	100516219	100516219	chr10	100526398	100526398	0.0041311098930227
chr10	100516960	100516960	chr10	100519331	100519331	5.868544600938967e-05
chr10	100516960	100516960	chr10	100519781	100519781	0.0004179201464114
chr10	100516960	100516960	chr10	100523976	100523976	0.000781914312209
chr10	100516960	100516960	chr10	100526398	100526398	0.0094826579389937
chr10	100516960	100516960	chr10	100526974	100526974	0.0003900988788689
chr10	100516997	100516997	chr10	100526398	100526398	0.0004745814165521
chr10	100517043	100517043	chr10	100526398	100526398	0.0002934272300469
chr10	100523917	100523917	chr10	100526398	100526398	0.0003110419906687
chr10	100523920	100523920	chr10	100526398	100526398	0.0014257939079714
chr10	100523929	100523929	chr10	100526195	100526195	0.0024742630829328
chr10	100523929	100523929	chr10	100526478	100526478	0.0013156059961974
chr10	100523929	100523929	chr10	100526974	100526974	0.0034966013880015
chr10	100523929	100523929	chr10	100529379	100529379	0.0017331431785062
chr10	100524134	100524134	chr10	100526398	100526398	0.0017881559488529
chr10	100524139	100524139	chr10	100526195	100526195	8.795074758135444e-05
