chr10	100509102	100509102	chr10	100516095	100516095	0.0009365007780369
chr10	100516219	100516219	chr10	100526398	100526398	0.0024203307785397
chr10	100516960	100516960	chr10	100519331	100519331	0.0001344628210299
chr10	100516960	100516960	chr10	100519781	100519781	0.0006723141051499
chr10	100516960	100516960	chr10	100523976	100523976	0.0008067769261799
chr10	100516960	100516960	chr10	100526398	100526398	0.0050438855135508
chr10	100516997	100516997	chr10	100526398	100526398	0.0001896094046264
chr10	100517043	100517043	chr10	100526398	100526398	0.0002689256420599
chr10	100523917	100523917	chr10	100526398	100526398	0.000576712653448
chr10	100523929	100523929	chr10	100526195	100526195	0.0049245921822099
chr10	100523929	100523929	chr10	100526401	100526401	0.0025547935995697
chr10	100523929	100523929	chr10	100526478	100526478	0.0015652145446857
chr10	100523929	100523929	chr10	100526974	100526974	0.0059577270822106
chr10	100524134	100524134	chr10	100526398	100526398	0.0032233598786499
